station_code,page,raw_table_text
D14A011,504,"Maks.       0.582     0.417     0.216     1.20      0.273     0.084     6.11     29.4      29.1      11.9      12.3       6.99
Min.        0.273     0.164     KURU      0.037     0.057     0.037     0.037     0.037     0.874     0.874     0.005     0.005
Ortalama    0.503     0.316     0.140     0.181     0.139     0.066     0.655     4.75      8.79      6.75      4.80      0.523
LT/SN/Km2   3.46      2.18      0.968     1.25      0.959     0.452     4.51     32.7      60.6      46.5      33.1       3.60
AKIM mm.    9.28      5.64      2.59      3.34      2.40      1.21     11.7      87.6     157.      125.       88.6       9.33
MİL. M3     1.35      0.819     0.376     0.485     0.349     0.175     1.70     12.7      22.8      18.1      12.9       1.35
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  73.10 MİLYON M3         504 MM.        15.9 LT/SN/Km2"
D14A064,511,"Maks.       0.265     0.375     0.225     0.612     3.18      2.63      1.24      1.61      1.15      0.265     0.108     0.375
Min.        0.050     0.085     0.160     0.012     0.375     0.684     0.541     0.486     0.160     0.019     0.004     0.004
Ortalama    0.161     0.251     0.169     0.338     1.26      1.24      0.864     0.746     0.500     0.089     0.038     0.104
LT/SN/Km2   1.61      2.51      1.69      3.38     12.6      12.4       8.64      7.46      5.00      0.886     0.384     1.04
AKIM mm.    4.32      6.50      4.54      9.05     31.6      33.1      22.4      20.0      13.0       2.37      1.03      2.69
MİL. M3     0.432     0.650     0.454     0.905     3.16      3.31      2.24      2.00      1.30      0.237     0.103     0.269
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  15.06 MİLYON M3         151 MM.        4.8 LT/SN/Km2"
D14A081,513,"Maks.       0.260     0.044     0.550     0.360     0.360     1.46      0.215     3.45      1.90      0.132     0.070     0.025
Min.        KURU      0.012     0.001     0.012     0.025     0.025     0.044     0.025     0.070     0.012     KURU      0.001
Ortalama    0.015     0.015     0.012     0.046     0.069     0.146     0.083     0.164     0.139     0.049     0.021     0.008
LT/SN/Km2   1.53      1.52      1.21      4.60      6.98     14.8       8.41     16.6      14.1       4.91      2.08      0.852
AKIM mm.    4.09      3.94      3.25     12.3      17.5      39.6      21.8      44.4      36.5      13.2       5.58      2.21
MİL. M3     0.041     0.039     0.032     0.122     0.173     0.392     0.216     0.439     0.361     0.130     0.055     0.022
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  2.02 MİLYON M3         204 MM.        6.5 LT/SN/Km2"
D14A117,518,"Maks.       0.130     0.130     4.20      0.400     3.80      5.20      1.12      1.80      2.40      0.590     0.130     0.130
Min.        0.070     0.070     0.049     0.010     0.260     0.590     0.400     0.260     0.100     0.049     0.070     0.070
Ortalama    0.099     0.100     0.199     0.159     1.18      1.37      0.675     0.639     0.373     0.152     0.096     0.090
LT/SN/Km2   1.27      1.28      2.56      2.03     15.1      17.5       8.65      8.19      4.78      1.94      1.23      1.15
AKIM mm.    3.40      3.32      6.85      5.45     37.8      46.9      22.4      21.9      12.4       5.21      3.30      2.99
MİL. M3     0.265     0.259     0.534     0.425     2.95      3.66      1.75      1.71      0.967     0.406     0.257     0.233
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  13.42 MİLYON M3         172 MM.        5.4 LT/SN/Km2"
D14A141,524,"Maks.       0.032     0.022     0.022     0.032     0.480     0.250     0.120     0.185     0.540     0.045     0.014     0.014
Min.        KURU      0.005     0.014     0.007     0.009     0.032     0.003     0.009     0.014     0.014     0.009     0.009
Ortalama    0.007     0.011     0.015     0.014     0.089     0.107     0.078     0.035     0.043     0.019     0.011     0.009
LT/SN/Km2   0.343     0.524     0.704     0.664     4.25      5.09      3.70      1.67      2.04      0.886     0.521     0.437
AKIM mm.    0.917     1.36      1.88      1.78     10.7      13.6       9.59      4.48      5.29      2.37      1.39      1.13
MİL. M3     0.019     0.029     0.040     0.037     0.224     0.286     0.201     0.094     0.111     0.050     0.029     0.024
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  1.14 MİLYON M3         54 MM.        1.7 LT/SN/Km2"
D14A162,529,"Maks.       3.10      4.69      4.69      8.25     47.9      44.5      52.6     111.       36.0      14.2       5.72      5.46
Min.        1.18      1.07      1.52      1.29      3.28     12.0      10.9      10.1       4.95      2.22      1.52      1.41
Ortalama    1.75      1.66      2.06      3.79     12.1      21.5      22.5      25.1      12.7       4.67      1.96      2.10
LT/SN/Km2   2.46      2.33      2.89      5.32     17.0      30.2      31.5      35.2      17.8       6.55      2.76      2.95
AKIM mm.    6.59      6.04      7.73     14.3      42.6      80.8      81.7      94.3      46.1      17.5       7.38      7.64
MİL. M3     4.70      4.31      5.51     10.2      30.4      57.6      58.2      67.2      32.8      12.5       5.26      5.45
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  294.13 MİLYON M3         413 MM.        13.1 LT/SN/Km2"
D14A176,536,"Maks.      28.4      22.7      20.0       8.88     16.7      28.1      27.4      36.1      42.6      15.0      12.0      27.9
Min.        5.19      3.47      2.51      2.51      2.23      8.25      6.40      3.29      7.43      5.80      9.74      9.74
Ortalama   15.6      13.6       5.24      4.89      7.25     14.7      13.5      14.5      15.6      10.4      11.0      15.1
LT/SN/Km2   4.13      3.58      1.38      1.29      1.92      3.88      3.57      3.85      4.12      2.74      2.91      3.99
AKIM mm.   11.0       9.29      3.71      3.46      4.80     10.4       9.26     10.3      10.7       7.34      7.80     10.3
MİL. M3    41.8      35.1      14.0      13.1      18.2      39.3      35.0      39.0      40.4      27.8      29.5      39.1
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  372.30 MİLYON M3         98 MM.        3.1 LT/SN/Km2"
D14A179,538,"Maks.     269.      275.      243.      331.      315.      311.      303.      689.      555.      228.      281.      288.
Min.       12.5      13.1      12.5      13.1      17.4      13.8      20.3      15.9     192.       25.9      21.1      25.9
Ortalama   98.6      68.6     106.      126.      205.      179.      186.      250.      308.      191.      132.      148.
LT/SN/Km2   2.75      1.91      2.97      3.51      5.72      5.00      5.18      6.96      8.59      5.32      3.67      4.14
AKIM mm.    7.37      4.96      7.95      9.40     14.3      13.4      13.4      18.6      22.3      14.2       9.83     10.7
MİL. M3   264.      178.      285.      337.      514.      480.      482.      669.      799.      511.      353.      384.
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  5256.00 MİLYON M3         147 MM.        4.6 LT/SN/Km2"
D14A184,542,"Maks.       4.26      0.619     0.619     0.920     2.29      3.08      1.29      7.62      2.07      0.448     0.302     0.141
Min.        0.099     0.002     0.064     0.188     0.302     0.814     0.814     0.242     0.002     0.002     0.099     0.036
Ortalama    0.463     0.507     0.243     0.425     0.862     1.33      1.02      0.780     0.634     0.326     0.160     0.092
LT/SN/Km2  24.2      26.6      12.7      22.2      45.2      69.4      53.6      40.8      33.2      17.1       8.39      4.80
AKIM mm.   64.9      68.8      34.1      59.6     113.      186.      139.      109.       86.1      45.7      22.5      12.5
MİL. M3     1.24      1.31      0.650     1.14      2.16      3.55      2.65      2.09      1.64      0.872     0.429     0.238
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  17.97 MİLYON M3         941 MM.        29.8 LT/SN/Km2"
D14A188,544,"Maks.       0.017     0.033     0.041     0.148     0.491     0.842     0.130     0.148     0.180     0.243     0.033     0.017
Min.        KURU      0.004     0.017     0.012     0.049     0.049     0.002     0.012     0.009     0.009     0.002     KURU
Ortalama    0.005     0.017     0.031     0.043     0.178     0.113     0.058     0.041     0.039     0.057     0.016     0.007
LT/SN/Km2   0.351     1.12      2.07      2.91     12.0       7.66      3.92      2.78      2.64      3.84      1.11      0.455
AKIM mm.    0.940     2.90      5.55      7.79     30.1      20.5      10.2       7.44      6.85     10.3       2.97      1.18
MİL. M3     0.014     0.043     0.082     0.115     0.445     0.304     0.150     0.110     0.101     0.152     0.044     0.017
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  1.58 MİLYON M3         107 MM.        3.4 LT/SN/Km2"
E14A002,551,"Maks.     210.      276.      278.      220.      255.      257.      204.      479.      412.      242.      212.      235.
Min.       31.9      29.9      28.6      17.3      51.4      57.0      52.3      47.8      22.5      19.0      18.6      31.0
Ortalama  120.       83.7     100.       85.9     149.      169.      144.      213.      218.      110.      103.      106.
LT/SN/Km2   3.55      2.47      2.96      2.53      4.40      4.98      4.25      6.29      6.44      3.24      3.03      3.14
AKIM mm.    9.50      6.40      7.92      6.78     11.0      13.3      11.0      16.9      16.7       8.67      8.12      8.14
MİL. M3   322.      217.      268.      230.      374.      452.      374.      572.      566.      294.      275.      276.
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  4220.00 MİLYON M3         124 MM.        3.9 LT/SN/Km2"
E14A018,554,"Maks.       0.914     2.40      2.65      8.41     88.2      85.6      98.5     134.       64.4      14.5       5.35      2.90
Min.        0.005     1.10      1.90      1.90      4.02     21.7      13.1      13.6       9.19      4.30      2.40      1.47
Ortalama    0.366     1.80      2.20      4.51     18.9      42.5      41.3      39.5      24.1       8.31      3.32      1.99
LT/SN/Km2   0.227     1.12      1.37      2.80     11.7      26.4      25.7      24.6      15.0       5.17      2.06      1.23
AKIM mm.    0.609     2.90      3.66      7.51     29.4      70.8      66.6      65.9      38.9      13.8       5.53      3.20
MİL. M3     0.979     4.66      5.89     12.1      47.3     114.      107.      106.       62.6      22.3       8.89      5.15
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  496.87 MİLYON M3         309 MM.        9.8 LT/SN/Km2"
E14A027,557,"Maks.      65.8      56.8      71.1      99.5      75.5      25.4      73.3     160.      117.        9.93     81.0      12.1
Min.        2.84      2.84      1.20      0.905     1.72      2.25      2.13      3.25      2.84      3.77      2.25      3.08
Ortalama    5.47     12.3      25.6       2.81      5.82      3.00     31.5      75.2      44.6       4.36     23.2       4.44
LT/SN/Km2   0.638     1.44      2.99      0.328     0.678     0.350     3.68      8.77      5.20      0.509     2.71      0.518
AKIM mm.    1.71      3.73      8.00      0.877     1.70      0.937     9.53     23.5      13.5       1.36      7.26      1.34
MİL. M3    14.6      32.0      68.6       7.52     14.6       8.04     81.7     201.      116.       11.7      62.3      11.5
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  629.56 MİLYON M3         73 MM.        2.3 LT/SN/Km2"
E14A038,562,"Maks.       1.46      0.950     1.56      1.84      6.99      9.73     31.4      20.2      12.4       3.58      1.37      2.16
Min.        0.450     0.650     0.770     0.710     1.03      3.24      5.71      5.71      2.55      1.03      0.650     0.600
Ortalama    0.666     0.700     0.843     0.965     2.23      5.96     10.5       8.72      4.98      1.59      0.809     0.987
LT/SN/Km2   2.23      2.35      2.83      3.24      7.49     20.0      35.2      29.3      16.7       5.35      2.72      3.31
AKIM mm.    5.98      6.09      7.58      8.68     18.8      53.6      91.2      78.4      43.3      14.3       7.27      8.58
MİL. M3     1.78      1.81      2.26      2.59      5.60     16.0      27.2      23.4      12.9       4.27      2.17      2.56
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  102.54 MİLYON M3         344 MM.        10.9 LT/SN/Km2"
E14A040,563,"Maks.       0.427     0.285     0.356     7.19     18.8      25.5       6.18     25.9      14.4       2.12      0.027     0.045
Min.        KURU      0.008     0.100     0.008     1.70      2.75      0.005     0.640     0.356     KURU      KURU      KURU
Ortalama    0.119     0.142     0.180     2.39      8.79      8.98      2.77      4.45      3.73      0.250     KURU      KURU
LT/SN/Km2   0.353     0.420     0.532     7.06     26.0      26.6       8.21     13.2      11.0       0.738     KURU      0.001
AKIM mm.    0.944     1.09      1.43     18.9      65.2      71.2      21.3      35.3      28.6       1.98      KURU      0.002
MİL. M3     0.319     0.368     0.482     6.39     22.0      24.1       7.19     11.9       9.67      0.668     KURU      0.001
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  83.09 MİLYON M3         246 MM.        7.8 LT/SN/Km2"
D22A093,898,"Maks.      25.5      36.0       7.85     35.0      35.0      26.8      19.1      84.3      17.3      64.1       5.08     44.7
Min.        0.294     0.549     1.13      2.39      5.35      2.95      2.58      1.38      0.720     0.813     0.479     0.720
Ortalama    3.47      6.90      2.89      9.46     15.1       9.01      6.47     11.6       4.60      7.34      1.12      5.92
LT/SN/Km2  16.5      32.9      13.7      45.0      72.0      42.9      30.8      55.2      21.9      34.9       5.31     28.2
AKIM mm.   44.2      85.2      36.8     121.      180.      115.       79.9     148.       56.8      93.6      14.2      73.0
MİL. M3     9.29     17.9       7.73     25.3      37.9      24.1      16.8      31.0      11.9      19.6       2.99     15.3
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  219.81 MİLYON M3         1047 MM.        33.1 LT/SN/Km2"
D22A098,901,"Maks.       5.44     10.5       4.85      7.31     15.1      23.4      49.0      41.0      29.1      17.2       6.78      KURU
Min.        0.632     0.939     1.01      1.22      1.84      2.88      7.49     15.5       7.25      0.633     1.53      0.836
Ortalama    1.48      2.66      1.82      2.30      6.18      8.99     22.5      25.7      16.2       7.55      2.56      1.59
LT/SN/Km2   4.60      8.28      5.66      7.15     19.2      28.0      69.8      79.8      50.4      23.5       7.95      4.94
AKIM mm.   12.3      21.5      15.2      19.1      48.2      74.9     181.      214.      131.       62.9      21.3      12.8
MİL. M3     3.96      6.90      4.87      6.15     15.5      24.1      58.2      68.7      42.0      20.2       6.85      4.12
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  261.55 MİLYON M3         814 MM.        25.7 LT/SN/Km2"
D22A105,903,"Maks.      17.5       6.20      6.50     18.0      60.5      22.9       7.37    112.       30.7      33.9       5.76     16.8
Min.        0.247     0.430     0.430     0.820     0.826     0.533     0.460     0.240     0.218     0.240     0.175     0.607
Ortalama    2.19      1.06      1.86      4.32      6.47      3.71      1.03      3.89      2.34      1.38      0.705     2.35
LT/SN/Km2  29.4      14.2      24.9      57.9      86.9      49.7      13.8      52.3      31.4      18.5       9.47     31.5
AKIM mm.   78.7      36.8      66.7     155.      218.      133.       35.8     140.       81.5      49.5      25.4      81.7
MİL. M3     5.86      2.74      4.97     11.6      16.2       9.93      2.67     10.4       6.07      3.68      1.89      6.08
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  82.09 MİLYON M3         1102 MM.        34.9 LT/SN/Km2"
D22A106,904,"Maks.      16.6      17.9       5.35     17.9      21.1      11.0       8.99     33.5      19.1      13.1       1.96     11.0
Min.        0.809     1.37      1.37      1.52      3.35      2.41      2.41      2.26      1.52      1.13      0.809     0.809
Ortalama    3.31      4.05      2.03      5.43      6.80      4.66      3.96      6.63      3.93      2.90      1.05      2.24
LT/SN/Km2  27.2      33.2      16.7      44.5      55.7      38.2      32.5      54.3      32.3      23.8       8.62     18.4
AKIM mm.   72.8      86.1      44.6     119.      140.      102.       84.2     145.       83.6      63.7      23.1      47.6
MİL. M3     8.88     10.5       5.44     14.6      17.0      12.5      10.3      17.7      10.2       7.77      2.82      5.81
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  123.52 MİLYON M3         1012 MM.        32.0 LT/SN/Km2"
E22A053,929,"Maks.      40.6      76.3      15.5      68.5      92.6      52.1      60.4     185.       56.1      67.6       9.61     54.5
Min.        3.01      4.91      4.91      5.33     14.7      12.6      18.9      17.8       9.89      7.22      5.92      5.42
Ortalama    9.63     16.3       8.38     28.2      32.6      25.6      31.3      44.8      23.4      15.4       6.76     10.4
LT/SN/Km2  12.5      21.2      10.9      36.6      42.3      33.2      40.6      58.1      30.3      20.0       8.77     13.4
AKIM mm.   33.5      54.8      29.1      98.0     106.       88.8     105.      156.       78.6      53.6      23.5      34.8
MİL. M3    25.8      42.3      22.5      75.5      81.6      68.5      81.2     120.       60.6      41.3      18.1      26.8
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  664.20 MİLYON M3         862 MM.        27.2 LT/SN/Km2"
E22A054,930,"Maks.      60.1       7.14     24.0      46.9     124.       54.0       5.51    192.       55.0      55.0      55.0      43.9
Min.        0.236     0.595     0.595     2.56      4.49      2.56      1.60      0.880     0.880     0.785     0.236     0.785
Ortalama    1.86      1.63      4.85     11.7      17.5       8.28      2.27      8.33      5.30      3.29      0.869     4.10
LT/SN/Km2   8.37      7.34     21.8      52.8      78.8      37.3      10.2      37.5      23.8      14.8       3.91     18.4
AKIM mm.   22.4      19.0      58.4     141.      197.       99.8      26.5     100.       61.8      39.6      10.5      47.8
MİL. M3     4.98      4.23     13.0      31.4      43.9      22.2       5.89     22.3      13.7       8.80      2.33     10.6
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  183.33 MİLYON M3         825 MM.        26.1 LT/SN/Km2"
E22A062,931,"Maks.       6.41      1.52      1.40     25.3      37.0     104.        9.46    170.       70.1      16.0       1.40      1.52
Min.        0.430     0.798     0.640     0.500     3.26      1.65      3.26      2.74      4.37      1.40      1.06      0.798
Ortalama    1.00      0.951     0.981     3.14      7.85     10.2       5.51     11.4      11.3       3.07      1.22      0.992
LT/SN/Km2   1.36      1.28      1.33      4.24     10.6      13.8       7.44     15.4      15.2       4.15      1.64      1.34
AKIM mm.    3.63      3.33      3.55     11.4      26.6      37.1      19.3      41.2      39.4      11.1       4.40      3.48
MİL. M3     2.69      2.46      2.63      8.40     19.7      27.4      14.3      30.5      29.2       8.22      3.26      2.57
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  151.33 MİLYON M3         204 MM.        6.5 LT/SN/Km2"
E22A063,932,"Maks.      51.2      56.2      15.3      57.4      59.8      38.6      29.0     151.       35.7     122.        7.40     74.3
Min.        0.574     1.06      1.35      2.79      7.76      4.44      2.08      1.50      1.06      1.21      0.874     1.50
Ortalama    8.36     12.2       6.10     16.0      23.8      15.4       9.73     15.6       6.83     10.5       1.73      8.26
LT/SN/Km2  30.5      44.5      22.2      58.2      86.8      56.1      35.4      56.7      24.9      38.2       6.29     30.1
AKIM mm.   81.6     115.       59.6     156.      217.      150.       91.9     152.       64.5     102.       16.8      78.0
MİL. M3    22.4      31.7      16.3      42.8      59.7      41.2      25.2      41.7      17.7      28.1       4.62     21.4
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  352.82 MİLYON M3         1285 MM.        40.7 LT/SN/Km2"
E22A065,934,"Maks.      20.7      15.4      10.4      75.0     115.       62.1      12.5      34.2      60.4      80.7      28.2      65.6
Min.        0.320     0.974     1.23      1.73      5.38      4.58      4.58      0.723     1.23      0.178     0.974     0.642
Ortalama    2.91      3.11      4.03     13.2      20.5      11.4       5.46      6.14      6.55      4.60      1.38      2.22
LT/SN/Km2   7.53      8.06     10.4      34.2      52.9      29.6      14.1      15.9      17.0      11.9       3.56      5.74
AKIM mm.   20.2      20.9      27.9      91.6     133.       79.3      36.6      42.5      44.0      31.9       9.54     14.9
MİL. M3     7.79      8.07     10.8      35.4      51.3      30.6      14.1      16.4      17.0      12.3       3.68      5.75
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  213.19 MİLYON M3         552 MM.        17.5 LT/SN/Km2"
E22A066,935,"Maks.      24.6      16.6      10.3      60.2      57.2      78.1      11.6     102.       55.2      75.9       2.57    128.
Min.        0.869     1.28      1.28      2.90      7.42      3.91      2.23      1.96      1.48      0.727     1.01      1.01
Ortalama    3.64      2.87      4.86     12.8      15.5      11.8       4.29      8.45      7.54      4.04      1.36      3.32
LT/SN/Km2   9.76      7.69     13.0      34.2      41.5      31.7      11.5      22.6      20.2      10.8       3.65      8.90
AKIM mm.   26.1      19.9      34.8      91.5     104.       84.9      29.7      60.6      52.3      29.0       9.77     23.1
MİL. M3     9.76      7.45     13.0      34.2      38.8      31.7      11.1      22.6      19.5      10.8       3.65      8.62
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  211.18 MİLYON M3         565 MM.        17.9 LT/SN/Km2"
E22A071,939,"Maks.      16.3       7.66     10.3      23.2      49.8      27.0       7.66     66.2      29.8      29.0      17.7      23.2
Min.        0.586     1.44      1.64      2.23      3.50      1.94      2.08      2.08      2.23      1.02      0.469     0.003
Ortalama    2.67      3.10      3.91      7.44     10.6       6.28      2.96     10.7       5.71      3.61      0.872     2.44
LT/SN/Km2  11.8      13.7      17.3      32.9      46.9      27.8      13.1      47.4      25.3      16.0       3.86     10.8
AKIM mm.   31.6      35.5      46.3      88.1     117.       74.4      34.0     127.       65.5      42.8      10.3      28.0
MİL. M3     7.14      8.03     10.5      19.9      26.5      16.8       7.68     28.7      14.8       9.67      2.34      6.33
===============================================================================================================================
SU YILI  ( 2016 )  YILLIK TOPLAM AKIM  158.39 MİLYON M3         701 MM.        22.2 LT/SN/Km2"
